order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
656,28-01-2023 07:00,0.67,1064,228,661.5,Rail,Rain,1.7,Medium,1
657,28-01-2023 08:00,0.92,317,84,643.5,Road,Fog,22.1,Low,0
658,28-01-2023 09:00,0.63,4067,433,1308.2,Rail,Rain,59.7,Medium,0
659,28-01-2023 10:00,0.76,3206,132,395.7,Road,Clear,44.6,High,1
660,28-01-2023 11:00,0.83,3543,126,1195.2,Sea,Clear,36.8,High,0
661,28-01-2023 12:00,0.7,1066,119,1126.7,Rail,Clear,29.3,Low,0
662,28-01-2023 13:00,0.95,2893,46,1777.7,Sea,Clear,46.1,High,0
663,28-01-2023 14:00,0.88,2316,2,598.6,Sea,Fog,12.1,Low,1
664,28-01-2023 15:00,0.66,3463,12,354,Road,Storm,37.5,Medium,0
665,28-01-2023 16:00,0.66,1317,444,873.8,Rail,Fog,63.2,Low,0
666,28-01-2023 17:00,0.62,3965,406,1134.9,Road,Fog,62.2,Low,0
667,28-01-2023 18:00,0.83,4188,347,263.8,Air,Rain,35.7,Low,0
668,28-01-2023 19:00,0.67,1875,27,795.4,Sea,Clear,39.4,High,0
669,28-01-2023 20:00,0.82,1999,66,590.9,Road,Storm,35.7,High,0
670,28-01-2023 21:00,0.93,4500,218,731.6,Air,Rain,39.2,Medium,0
671,28-01-2023 22:00,0.95,2578,118,748.4,Sea,Storm,44.8,High,0
672,28-01-2023 23:00,0.65,4463,87,533.7,Road,Clear,7.2,High,0
673,29-01-2023 00:00,0.73,1808,399,708.3,Air,Storm,13.6,Low,1
674,29-01-2023 01:00,0.77,4010,359,1650.8,Air,Rain,13.5,Low,0
675,29-01-2023 02:00,0.75,137,268,1342.5,Air,Clear,59.6,Medium,0
676,29-01-2023 03:00,0.77,1550,183,1135.8,Air,Fog,17.3,Medium,0
677,29-01-2023 04:00,0.78,619,403,1122.6,Air,Fog,21.6,High,0
678,29-01-2023 05:00,0.9,2153,409,1084.6,Rail,Storm,9.2,Medium,0
679,29-01-2023 06:00,0.72,4577,465,1240.9,Road,Fog,48.6,Low,1
680,29-01-2023 07:00,0.74,3425,153,883.4,Sea,Clear,67.2,Medium,1
681,29-01-2023 08:00,0.76,3793,161,556,Air,Storm,48.5,Low,0
682,29-01-2023 09:00,0.66,3820,105,803.8,Sea,Clear,34.1,Medium,0
683,29-01-2023 10:00,0.85,1306,85,1816,Sea,Rain,25.8,Low,0
684,29-01-2023 11:00,0.76,536,43,741.9,Air,Storm,60.8,High,0
685,29-01-2023 12:00,0.97,4117,495,225.3,Air,Fog,58.8,Low,0
686,29-01-2023 13:00,0.93,3147,194,1429.8,Sea,Rain,9.7,Medium,0
687,29-01-2023 14:00,0.69,2122,26,1835,Air,Rain,64.9,High,1
688,29-01-2023 15:00,0.7,4326,318,257.9,Air,Fog,39.8,High,0
689,29-01-2023 16:00,0.91,1437,352,1175.6,Road,Clear,42.2,Medium,0
690,29-01-2023 17:00,0.82,1824,156,187.8,Rail,Clear,57.3,Low,0
691,29-01-2023 18:00,0.6,1752,300,310.5,Sea,Storm,27.4,Medium,0
692,29-01-2023 19:00,0.85,1581,201,981.7,Sea,Storm,12.8,High,0
693,29-01-2023 20:00,0.76,4096,317,676.7,Rail,Storm,10.5,Medium,0
694,29-01-2023 21:00,0.91,2873,494,636.5,Road,Fog,54.2,Medium,0
695,29-01-2023 22:00,0.9,4406,178,671.3,Rail,Rain,47.9,Low,0
696,29-01-2023 23:00,0.97,1179,458,355.7,Rail,Fog,44.7,High,0
697,30-01-2023 00:00,0.88,4615,402,482.6,Air,Fog,45.4,Low,1
698,30-01-2023 01:00,0.97,3044,413,325.3,Sea,Fog,2.7,Low,0
699,30-01-2023 02:00,0.71,669,434,685.8,Air,Fog,53,High,0
700,30-01-2023 03:00,0.74,2829,457,14.8,Sea,Rain,18.6,High,1
701,30-01-2023 04:00,0.62,2873,409,1211.1,Road,Rain,34,Low,0
702,30-01-2023 05:00,0.95,330,392,1788.6,Rail,Clear,9.9,High,0
703,30-01-2023 06:00,0.66,72,397,1468,Air,Fog,53.4,Low,0
704,30-01-2023 07:00,0.82,3441,320,1237,Rail,Rain,32.7,Low,1
705,30-01-2023 08:00,0.8,4182,232,1553.8,Sea,Rain,59.8,Low,0
706,30-01-2023 09:00,0.93,2907,419,619,Rail,Clear,7.4,Low,0
707,30-01-2023 10:00,0.76,1900,378,378.4,Sea,Fog,45.3,Low,0
708,30-01-2023 11:00,0.66,1657,109,119.5,Sea,Storm,4.2,High,1
709,30-01-2023 12:00,0.75,56,369,674.9,Road,Clear,2.2,Medium,0
710,30-01-2023 13:00,0.62,1900,418,940.7,Rail,Rain,48.4,Medium,0
711,30-01-2023 14:00,0.72,4406,79,987.6,Road,Rain,42.6,High,0
712,30-01-2023 15:00,0.85,1304,273,96.4,Sea,Storm,68.6,High,1
713,30-01-2023 16:00,0.62,1309,31,1001.5,Sea,Storm,53.8,High,1
714,30-01-2023 17:00,1,1412,208,681.7,Air,Fog,22.4,Medium,0
715,30-01-2023 18:00,0.81,1842,425,75.4,Sea,Storm,55.6,Low,0
716,30-01-2023 19:00,0.72,871,53,355.8,Air,Rain,55.5,High,1
717,30-01-2023 20:00,0.93,2692,419,317.4,Sea,Fog,34.3,Medium,0
718,30-01-2023 21:00,0.65,4458,299,89.8,Road,Fog,1.6,Low,0
719,30-01-2023 22:00,0.73,1516,68,348.9,Air,Storm,6.5,High,1
720,30-01-2023 23:00,0.97,315,151,1391.5,Road,Storm,63.1,Low,0
721,31-01-2023 00:00,0.7,4689,346,1647.5,Sea,Clear,13.4,Medium,0
722,31-01-2023 01:00,0.89,2127,340,1922.1,Air,Fog,53.7,High,0
723,31-01-2023 02:00,0.63,1414,288,1705.4,Air,Storm,8.1,Low,0
724,31-01-2023 03:00,0.81,851,99,1718,Air,Storm,31.3,Low,0
725,31-01-2023 04:00,0.86,4018,85,383.4,Sea,Storm,2.9,High,0
726,31-01-2023 05:00,0.68,2422,9,1712.6,Sea,Rain,36.7,Low,1
727,31-01-2023 06:00,0.73,410,164,520.8,Road,Fog,68.3,High,1
728,31-01-2023 07:00,0.82,2225,441,1319,Air,Rain,2.9,Medium,1
729,31-01-2023 08:00,0.84,584,470,645.2,Air,Clear,47.6,High,0
730,31-01-2023 09:00,0.66,279,32,1595.9,Sea,Rain,28.7,High,0
731,31-01-2023 10:00,0.76,1568,371,1633.4,Rail,Storm,62.1,Low,0
732,31-01-2023 11:00,1,567,229,1757,Road,Fog,21,Medium,0
733,31-01-2023 12:00,0.73,2204,278,1414.4,Rail,Clear,64.5,Medium,0
734,31-01-2023 13:00,0.91,3282,358,1587.8,Air,Clear,53.4,Medium,0
735,31-01-2023 14:00,0.68,1431,262,1847.2,Road,Clear,39.6,Medium,0
736,31-01-2023 15:00,0.78,3155,125,991.3,Air,Rain,28.3,High,0
737,31-01-2023 16:00,0.81,2752,3,1477.2,Rail,Clear,39.5,Medium,0
738,31-01-2023 17:00,0.84,3442,354,908,Sea,Fog,7,Low,0
739,31-01-2023 18:00,0.89,1495,11,1199.9,Road,Fog,28.1,Low,0
740,31-01-2023 19:00,0.92,1966,457,829.7,Air,Storm,22.9,High,0
741,31-01-2023 20:00,0.88,1016,127,1058.8,Sea,Clear,61.4,High,0
742,31-01-2023 21:00,0.92,1838,157,1422.3,Rail,Fog,29.6,Low,1
743,31-01-2023 22:00,0.95,3287,218,1526.3,Sea,Storm,46.4,Low,0
744,31-01-2023 23:00,0.73,4894,187,1375,Sea,Rain,21.1,High,0
745,01-02-2023 00:00,0.93,1644,45,1466.7,Road,Storm,70.5,High,0
746,01-02-2023 01:00,0.81,979,12,1966.8,Air,Rain,39.9,High,0
747,01-02-2023 02:00,0.7,4216,84,1391.4,Road,Rain,63.3,Medium,1
748,01-02-2023 03:00,0.67,4961,137,1709.8,Air,Clear,52.4,Low,0
749,01-02-2023 04:00,0.91,3305,444,683.1,Road,Storm,2.6,Medium,1
750,01-02-2023 05:00,0.85,478,416,1469.2,Air,Fog,41.4,Low,1
751,01-02-2023 06:00,0.63,423,180,1227.2,Sea,Rain,4.8,High,0
752,01-02-2023 07:00,0.83,4005,486,1901.2,Sea,Clear,71.5,Medium,0
753,01-02-2023 08:00,0.62,3038,41,130.2,Rail,Clear,6.3,Low,0
754,01-02-2023 09:00,0.76,2552,214,1594,Rail,Storm,61.1,High,0
755,01-02-2023 10:00,0.83,1884,175,957.4,Air,Rain,56.7,Low,0
756,01-02-2023 11:00,0.86,2108,318,1742.6,Road,Storm,4.9,Low,1
757,01-02-2023 12:00,0.66,2425,115,1843.3,Road,Fog,11.2,Low,0
758,01-02-2023 13:00,0.62,4433,470,1752.4,Sea,Rain,69.5,Medium,0
759,01-02-2023 14:00,0.83,2289,158,135.1,Road,Storm,44.3,Medium,0
760,01-02-2023 15:00,0.93,2577,96,1984,Road,Storm,9.8,Low,0
761,01-02-2023 16:00,0.92,622,411,1371.2,Sea,Fog,11.6,High,0
762,01-02-2023 17:00,0.74,2413,410,663.3,Road,Clear,3.3,Low,1
763,01-02-2023 18:00,0.83,1495,338,1534.2,Air,Rain,59.4,Medium,0
764,01-02-2023 19:00,0.89,394,15,128.3,Road,Rain,47.7,Low,0
765,01-02-2023 20:00,0.95,4648,223,234.3,Rail,Clear,45,High,1
766,01-02-2023 21:00,0.8,2632,26,1513,Rail,Storm,5.5,Low,1
767,01-02-2023 22:00,0.95,4683,210,518.2,Sea,Rain,7.4,High,0
768,01-02-2023 23:00,0.73,2760,224,1441,Air,Rain,22.8,Low,1
769,02-02-2023 00:00,0.69,2092,269,1301.8,Rail,Clear,43.7,Medium,0
770,02-02-2023 01:00,0.72,3474,7,1834,Road,Storm,43.2,Medium,1
771,02-02-2023 02:00,0.89,617,334,1176.9,Air,Storm,15.2,Medium,1
772,02-02-2023 03:00,0.95,2936,41,1002.7,Rail,Storm,39,Medium,1
773,02-02-2023 04:00,0.79,2915,338,1189.7,Rail,Fog,51.9,Medium,1
774,02-02-2023 05:00,0.88,1857,362,1805.5,Sea,Fog,58.4,Low,1
775,02-02-2023 06:00,0.66,432,230,1898.1,Road,Fog,33.4,High,0
776,02-02-2023 07:00,0.8,250,176,472.4,Rail,Clear,36.9,Medium,1
777,02-02-2023 08:00,0.77,1009,495,1687.4,Sea,Rain,49.5,Medium,0
778,02-02-2023 09:00,0.77,1093,314,1194.7,Sea,Rain,65.3,Medium,0
779,02-02-2023 10:00,0.68,3821,78,1540.5,Rail,Storm,47.4,High,0
780,02-02-2023 11:00,0.85,1387,382,910.3,Rail,Fog,34,Low,0
781,02-02-2023 12:00,0.87,636,20,24.7,Rail,Fog,66,Medium,1
782,02-02-2023 13:00,0.85,2908,13,321.1,Rail,Clear,11.6,Low,0
783,02-02-2023 14:00,0.9,4178,96,325.2,Air,Storm,35.4,High,1
784,02-02-2023 15:00,0.78,4927,291,1732.8,Road,Storm,20.8,Low,0
785,02-02-2023 16:00,0.94,1823,341,511.6,Rail,Rain,71.2,Medium,0
786,02-02-2023 17:00,0.83,4635,202,1505.8,Air,Fog,24.7,Medium,0
787,02-02-2023 18:00,0.95,1714,102,646.5,Air,Storm,1.7,High,1
788,02-02-2023 19:00,0.76,761,437,1621.2,Road,Storm,28.3,Low,1
789,02-02-2023 20:00,0.88,1208,11,1764,Road,Rain,8.2,Medium,1
790,02-02-2023 21:00,0.68,1282,334,181.9,Air,Fog,31.3,Low,0
791,02-02-2023 22:00,0.63,4996,385,263.2,Air,Rain,12.3,Medium,0
792,02-02-2023 23:00,0.97,1366,90,1874.6,Sea,Rain,13.9,Low,0
793,03-02-2023 00:00,0.75,931,132,1376.9,Road,Rain,8.9,Medium,0
794,03-02-2023 01:00,0.62,4818,71,1147.7,Sea,Clear,36.5,Medium,1
795,03-02-2023 02:00,0.85,2801,271,357.7,Sea,Fog,40,Low,0
796,03-02-2023 03:00,0.97,2207,408,416.2,Sea,Storm,59.7,Low,0
797,03-02-2023 04:00,0.91,2250,345,18.1,Air,Rain,44.3,Low,0
798,03-02-2023 05:00,0.99,2164,32,1966.3,Road,Fog,63.9,Low,1
799,03-02-2023 06:00,0.97,93,206,523,Sea,Fog,25.6,Low,0
800,03-02-2023 07:00,0.78,662,17,1593.9,Rail,Rain,26.5,Medium,0
801,03-02-2023 08:00,0.69,1514,332,98.7,Sea,Fog,15.3,Low,0
802,03-02-2023 09:00,0.63,4604,280,1219.5,Road,Fog,32.3,Medium,0
803,03-02-2023 10:00,0.71,4257,120,968,Sea,Fog,20.7,Low,0
804,03-02-2023 11:00,0.85,4020,217,1256,Sea,Rain,2.2,Medium,0
805,03-02-2023 12:00,0.96,3450,189,1768.7,Road,Rain,21.6,High,0
806,03-02-2023 13:00,0.6,4194,324,1229.3,Rail,Storm,8.7,High,0
807,03-02-2023 14:00,0.93,2139,453,1015.1,Sea,Clear,43.7,Low,0
808,03-02-2023 15:00,0.91,869,171,1057.5,Rail,Clear,37.6,Medium,1
809,03-02-2023 16:00,0.88,1717,499,665.4,Sea,Fog,3.5,Medium,0
810,03-02-2023 17:00,0.65,300,471,396.3,Rail,Rain,26.4,Medium,1
811,03-02-2023 18:00,0.62,1397,194,1075.4,Road,Fog,21.4,Medium,0
812,03-02-2023 19:00,0.89,3564,190,1113.4,Rail,Fog,61.2,Medium,0
813,03-02-2023 20:00,0.86,4008,60,1705.1,Sea,Storm,21.6,Low,0
814,03-02-2023 21:00,0.75,81,459,998.2,Rail,Storm,51.5,Low,0
815,03-02-2023 22:00,0.74,4652,251,1063.3,Air,Storm,59.7,Medium,0
816,03-02-2023 23:00,0.61,597,357,813.1,Rail,Fog,24.4,High,0
817,04-02-2023 00:00,1,221,62,1422.6,Sea,Fog,62.1,High,0
818,04-02-2023 01:00,0.93,1584,456,1302.6,Rail,Rain,61.4,High,0
819,04-02-2023 02:00,0.99,2138,107,1178.2,Sea,Rain,4,High,0
820,04-02-2023 03:00,0.93,4004,137,392.6,Road,Storm,62.2,High,0
821,04-02-2023 04:00,0.78,1488,435,1545.6,Road,Rain,2.5,Low,0
822,04-02-2023 05:00,0.94,2369,84,1173,Rail,Clear,70.1,Low,0
823,04-02-2023 06:00,0.68,3268,74,1675,Sea,Fog,23.3,Medium,0
824,04-02-2023 07:00,0.87,335,105,1100.4,Road,Storm,54.7,Low,0
825,04-02-2023 08:00,0.69,1322,387,1044.4,Rail,Storm,35.4,Low,0
826,04-02-2023 09:00,0.76,2468,132,42.3,Sea,Rain,67.1,High,0
827,04-02-2023 10:00,0.95,834,38,1321.5,Road,Clear,7.9,Medium,0
828,04-02-2023 11:00,0.77,1759,241,1754.1,Sea,Clear,57.1,High,1
829,04-02-2023 12:00,0.96,3070,138,1962.8,Rail,Clear,30.6,Medium,0
830,04-02-2023 13:00,0.84,2272,102,1401.4,Sea,Rain,6.7,Low,0
831,04-02-2023 14:00,0.72,3238,165,574,Road,Fog,24.6,High,0
832,04-02-2023 15:00,0.7,4584,247,1397.4,Sea,Storm,3.1,Medium,0
833,04-02-2023 16:00,0.6,2009,328,1717.1,Sea,Rain,52.9,Low,0
834,04-02-2023 17:00,0.83,3300,256,656.1,Rail,Fog,25.9,Low,1
835,04-02-2023 18:00,0.94,4663,291,1158.1,Air,Rain,39.7,High,0
836,04-02-2023 19:00,0.69,4245,366,917.2,Air,Clear,29.7,Low,1
837,04-02-2023 20:00,0.79,1876,149,185.4,Sea,Rain,11.8,Medium,1
838,04-02-2023 21:00,0.99,3569,115,914.5,Air,Clear,35.7,Medium,0
839,04-02-2023 22:00,0.76,176,421,1375.8,Rail,Rain,52,Low,0
840,04-02-2023 23:00,0.98,1450,21,1674.6,Air,Storm,24.3,High,0
841,05-02-2023 00:00,0.93,2658,352,291.2,Sea,Rain,4.9,Low,0
842,05-02-2023 01:00,0.8,4727,109,1852.2,Road,Clear,59.6,Medium,0
843,05-02-2023 02:00,0.85,4613,437,1526.4,Air,Storm,30.4,Low,1
844,05-02-2023 03:00,0.63,4220,13,898.8,Rail,Rain,27.5,High,0
845,05-02-2023 04:00,0.81,1276,70,351.3,Sea,Storm,46.1,High,0
846,05-02-2023 05:00,0.9,2780,405,696.3,Air,Rain,62.6,High,1
847,05-02-2023 06:00,0.69,3473,338,904.3,Air,Fog,44.9,Low,1
848,05-02-2023 07:00,0.62,1954,83,985.8,Air,Rain,5.9,Medium,1
849,05-02-2023 08:00,0.61,2762,219,763.2,Rail,Rain,23.4,Low,0
850,05-02-2023 09:00,0.66,4901,1,1976.8,Sea,Fog,28,Low,1
851,05-02-2023 10:00,0.7,3659,62,468.1,Road,Fog,51.1,Low,0
852,05-02-2023 11:00,0.92,487,425,376.3,Air,Rain,27.5,Low,0
853,05-02-2023 12:00,0.78,363,449,1750.2,Road,Storm,62.8,Medium,1
854,05-02-2023 13:00,0.81,66,50,1433.3,Air,Clear,27.4,Low,0
855,05-02-2023 14:00,0.73,1872,319,469.8,Road,Fog,28.9,Low,0
856,05-02-2023 15:00,0.72,1608,121,1009.7,Air,Fog,44.2,High,1
857,05-02-2023 16:00,0.82,4424,133,490,Rail,Storm,49.4,Medium,1
858,05-02-2023 17:00,0.9,2547,317,227,Sea,Clear,62.2,High,0
859,05-02-2023 18:00,0.67,3512,492,560.4,Air,Clear,7.7,High,0
860,05-02-2023 19:00,0.77,2147,253,1333.3,Road,Fog,13.2,Low,0
861,05-02-2023 20:00,0.86,2525,399,1144.4,Sea,Rain,42.8,Low,0
862,05-02-2023 21:00,0.98,1612,179,568.7,Sea,Clear,17.6,High,0
863,05-02-2023 22:00,0.71,4915,132,645.8,Sea,Rain,2.1,Low,0
864,05-02-2023 23:00,0.76,1371,391,1560.1,Road,Fog,27.4,High,0
865,06-02-2023 00:00,0.83,2196,333,957.6,Rail,Storm,33,Medium,1
866,06-02-2023 01:00,0.66,4865,444,1529.7,Rail,Storm,36.4,Low,1
867,06-02-2023 02:00,0.84,4370,405,866.8,Sea,Rain,31.8,High,0
868,06-02-2023 03:00,0.99,2138,406,1602.3,Rail,Storm,22.7,Low,0
869,06-02-2023 04:00,0.71,3901,160,264.2,Road,Rain,27.4,Medium,0
870,06-02-2023 05:00,0.79,1283,223,568.2,Air,Fog,29.5,Low,0
871,06-02-2023 06:00,0.65,2125,254,104.1,Road,Storm,7.7,Low,1
872,06-02-2023 07:00,0.81,2217,418,1663.3,Sea,Storm,64.7,High,0
873,06-02-2023 08:00,0.99,4302,107,991.4,Rail,Fog,56.8,High,1
874,06-02-2023 09:00,0.82,2261,361,1388.4,Road,Storm,29.9,High,0
875,06-02-2023 10:00,0.69,4270,224,1877.9,Rail,Rain,15.7,Medium,0
876,06-02-2023 11:00,0.72,3601,130,507.9,Rail,Rain,44.9,Medium,0
877,06-02-2023 12:00,0.85,1952,428,672.2,Sea,Fog,5.9,Low,0
878,06-02-2023 13:00,0.94,868,468,1614,Sea,Rain,41.7,Medium,0
879,06-02-2023 14:00,0.78,661,140,973.9,Air,Rain,10.3,Low,0
880,06-02-2023 15:00,0.8,2676,94,1476.7,Rail,Fog,19.3,Medium,0
881,06-02-2023 16:00,0.92,4373,479,558.6,Sea,Clear,10.9,Medium,0
882,06-02-2023 17:00,0.64,1598,451,93,Road,Storm,5.4,Low,0
883,06-02-2023 18:00,0.98,2350,181,864.6,Air,Clear,29.4,Low,0
884,06-02-2023 19:00,0.79,2989,455,1428.7,Road,Storm,34.1,High,1
885,06-02-2023 20:00,0.73,2766,78,961.9,Rail,Rain,15.8,Low,0
886,06-02-2023 21:00,0.91,1724,227,846.1,Road,Clear,71.5,High,0
887,06-02-2023 22:00,0.7,1766,160,1489.8,Road,Storm,64.9,High,0
888,06-02-2023 23:00,0.66,1390,231,72.5,Rail,Fog,50.6,Medium,1
889,07-02-2023 00:00,0.7,2440,348,1957,Air,Storm,56.1,Low,0
890,07-02-2023 01:00,0.87,1462,119,1566.8,Rail,Storm,9.6,Low,1
891,07-02-2023 02:00,0.64,3722,204,277.8,Air,Clear,54.8,Medium,0
892,07-02-2023 03:00,0.78,3679,392,783.6,Road,Fog,62.6,High,1
893,07-02-2023 04:00,0.69,4674,283,1605.1,Air,Rain,63.4,Medium,1
894,07-02-2023 05:00,0.82,2652,247,1336.6,Road,Storm,44.6,Low,0
895,07-02-2023 06:00,0.66,1805,197,381,Sea,Storm,21.3,Medium,1
896,07-02-2023 07:00,0.91,3177,21,1359.1,Rail,Rain,15.7,High,0
897,07-02-2023 08:00,0.97,1360,377,629.9,Sea,Rain,11.2,Low,0
898,07-02-2023 09:00,0.73,2778,190,487.7,Sea,Clear,67.9,Low,1
899,07-02-2023 10:00,0.74,4158,285,414.6,Air,Clear,61,Low,1
900,07-02-2023 11:00,0.84,1601,388,1048.1,Road,Storm,39.5,Medium,0
901,07-02-2023 12:00,0.9,3006,326,832.2,Road,Rain,68,Medium,0
902,07-02-2023 13:00,0.62,3715,266,826.8,Road,Clear,2.9,Medium,0
903,07-02-2023 14:00,0.87,848,260,1668.7,Rail,Clear,23.2,Medium,0
904,07-02-2023 15:00,0.93,4270,273,147.2,Road,Rain,37.7,High,0
905,07-02-2023 16:00,0.92,84,357,48.9,Road,Storm,46.2,Medium,0
906,07-02-2023 17:00,0.78,522,137,1992.8,Sea,Storm,20.9,High,0
907,07-02-2023 18:00,0.93,1717,197,1366.1,Sea,Storm,6.7,Medium,1
908,07-02-2023 19:00,0.82,4483,178,978.3,Sea,Rain,49.2,High,0
909,07-02-2023 20:00,0.67,1098,262,229.5,Air,Storm,27.9,High,0
910,07-02-2023 21:00,0.71,3391,280,312.4,Rail,Clear,10.2,High,0
911,07-02-2023 22:00,0.84,2868,486,343.9,Sea,Clear,23.2,High,0
912,07-02-2023 23:00,0.82,1650,416,221.1,Sea,Clear,30.3,Low,0
913,08-02-2023 00:00,0.92,3764,448,521.1,Rail,Fog,55.5,Low,0
914,08-02-2023 01:00,0.89,2076,471,489.7,Air,Clear,61.5,Medium,0
915,08-02-2023 02:00,0.69,4018,131,1968.4,Rail,Clear,14.2,Low,0
916,08-02-2023 03:00,0.76,3037,404,891.8,Rail,Clear,51,Low,1
917,08-02-2023 04:00,0.91,4028,186,602.6,Air,Clear,63.9,High,0
918,08-02-2023 05:00,0.78,3430,447,947.7,Sea,Storm,64.5,High,1
919,08-02-2023 06:00,0.69,2911,393,1049.1,Rail,Clear,7.1,Medium,0
920,08-02-2023 07:00,0.97,4188,272,1641.1,Sea,Clear,26.5,Low,0
921,08-02-2023 08:00,0.78,1505,115,627.3,Air,Rain,15.6,Medium,1
922,08-02-2023 09:00,0.72,2529,9,1145.6,Road,Storm,17.1,Low,0
923,08-02-2023 10:00,0.8,4872,447,111.9,Sea,Rain,18,Low,0
924,08-02-2023 11:00,0.72,741,71,1620.8,Road,Rain,16.6,High,0
925,08-02-2023 12:00,0.71,1658,233,842.8,Air,Rain,70.4,Low,1
926,08-02-2023 13:00,0.86,1878,397,1579.7,Sea,Fog,26.8,Medium,0
927,08-02-2023 14:00,0.92,3992,2,307.8,Air,Rain,44.9,High,0
928,08-02-2023 15:00,0.76,716,483,365.8,Road,Fog,70.2,High,1
929,08-02-2023 16:00,0.66,1554,485,820.5,Rail,Clear,13.3,High,0
930,08-02-2023 17:00,0.79,4658,262,693,Rail,Fog,12.2,Low,0
931,08-02-2023 18:00,0.76,2742,494,655.6,Rail,Clear,14.6,Medium,1
932,08-02-2023 19:00,0.77,4110,381,730.9,Air,Clear,71.1,Medium,0
933,08-02-2023 20:00,0.7,3430,298,1698.7,Road,Clear,51.1,Low,1
934,08-02-2023 21:00,0.91,2873,253,759.4,Sea,Fog,25.7,Low,0
935,08-02-2023 22:00,0.68,3907,31,1143.3,Road,Fog,44.8,Medium,0
936,08-02-2023 23:00,0.62,1085,470,1478.3,Road,Fog,51.8,Medium,0
937,09-02-2023 00:00,0.88,2012,282,1269.2,Rail,Fog,19.9,Low,1
938,09-02-2023 01:00,0.9,4687,382,1588.3,Sea,Storm,28.1,Low,0
939,09-02-2023 02:00,0.7,3665,445,479.3,Sea,Fog,8.5,Medium,0
940,09-02-2023 03:00,0.67,4860,407,902.5,Road,Clear,9.6,High,0
941,09-02-2023 04:00,0.83,4585,21,1655.3,Air,Clear,12,High,0
942,09-02-2023 05:00,0.97,2671,145,1646.2,Rail,Clear,68.4,Medium,0
943,09-02-2023 06:00,0.7,2841,201,705.8,Sea,Storm,60.2,High,0
944,09-02-2023 07:00,0.82,1829,432,787.6,Road,Clear,68.9,Medium,0
945,09-02-2023 08:00,0.71,3480,462,542.1,Rail,Storm,39.5,High,0
946,09-02-2023 09:00,0.9,3070,39,75.6,Air,Rain,16.2,Low,0
947,09-02-2023 10:00,0.79,4898,450,795.4,Sea,Clear,3.1,Low,0
948,09-02-2023 11:00,0.75,4944,56,1100.6,Sea,Rain,24.3,Medium,1
949,09-02-2023 12:00,0.86,3557,12,830.1,Air,Rain,53.9,Low,0
950,09-02-2023 13:00,0.81,3406,447,187.2,Sea,Fog,37.6,Medium,0
951,09-02-2023 14:00,0.68,3115,186,156.9,Air,Clear,15.6,High,0
952,09-02-2023 15:00,0.77,2464,315,1881.1,Air,Storm,64.6,Medium,0
953,09-02-2023 16:00,0.98,2250,490,1660.9,Sea,Rain,40.9,High,1
954,09-02-2023 17:00,0.92,2000,172,1320.3,Air,Storm,65.7,Medium,0
955,09-02-2023 18:00,0.8,3978,364,420.3,Air,Rain,16,High,0
956,09-02-2023 19:00,0.86,2124,265,1591.8,Air,Storm,3.8,Medium,0
957,09-02-2023 20:00,0.66,672,246,626.1,Rail,Fog,49.5,Low,1
958,09-02-2023 21:00,0.77,871,322,672.4,Sea,Rain,71.8,High,1
959,09-02-2023 22:00,0.96,1058,309,1238.2,Sea,Storm,26.5,Low,0
960,09-02-2023 23:00,0.68,387,492,452.9,Road,Storm,3,Low,1
961,10-02-2023 00:00,0.99,1796,370,237.2,Air,Clear,66.8,Low,0
962,10-02-2023 01:00,0.94,816,82,656.4,Sea,Clear,7.2,Low,0
963,10-02-2023 02:00,0.87,2102,451,607.6,Air,Storm,19.7,Medium,0
964,10-02-2023 03:00,0.75,2665,289,287.3,Road,Fog,21.9,High,0
965,10-02-2023 04:00,0.64,1135,390,1498.7,Sea,Storm,4.6,Medium,0
966,10-02-2023 05:00,0.72,2158,165,586,Road,Clear,1.6,Medium,0
967,10-02-2023 06:00,0.9,81,164,1864.8,Sea,Fog,3.7,High,1
968,10-02-2023 07:00,0.77,3099,314,1245.6,Rail,Fog,14.2,Low,0
969,10-02-2023 08:00,0.92,3576,101,499.2,Road,Rain,13.3,Medium,0
970,10-02-2023 09:00,0.69,248,164,540.7,Air,Rain,41.3,Low,0
971,10-02-2023 10:00,0.93,4583,130,653,Road,Clear,26.5,High,1
972,10-02-2023 11:00,0.94,1890,489,781.3,Air,Clear,27.8,Low,1
973,10-02-2023 12:00,0.89,2999,258,302.9,Air,Storm,55.7,Medium,1
974,10-02-2023 13:00,0.68,1102,300,1438.2,Rail,Rain,55.7,Low,1
975,10-02-2023 14:00,0.69,4904,295,1772.8,Road,Rain,43.8,High,0
976,10-02-2023 15:00,0.63,2592,433,1953.3,Air,Fog,60.9,Medium,0
977,10-02-2023 16:00,0.62,4037,303,788,Rail,Fog,50.7,Low,1
978,10-02-2023 17:00,0.9,1689,109,277.3,Air,Rain,62.4,Medium,0
979,10-02-2023 18:00,0.8,4869,154,1949.4,Road,Storm,50.8,Medium,0
980,10-02-2023 19:00,0.9,1635,431,927.4,Air,Fog,61.5,Low,0
981,10-02-2023 20:00,0.71,2439,152,42.5,Road,Fog,34.2,High,0
982,10-02-2023 21:00,0.74,3023,134,511.7,Rail,Fog,71.8,High,0
